hero	book
DR. DOOM/VICTOR VON 	AF 90
HUDSON, HEATHER	AF 90
SILVER	AF 90
CORSI, TOM	AF 90
WINDSHEAR/COLIN ASHW	AF 90
PERSUASION/KARA KILL	AF 90
PUCK/EUGENE MILTON J	AF 90
AURIC/	AF 90
NEMESIS	AF 90
TALISMAN II/ELIZABET	AF 90
WILD CHILD/KYLE GIBN	AF 90
SASQUATCH/WALTER LAN	AF 90
SILVER	ASM@ 26
AURIC/	ASM@ 26
HAMMER, JUSTIN	ASM@ 26
NAMORITA/NITA PRENTI	ASM@ 26
SPEEDBALL/ROBBIE BAL	ASM@ 26
DRAKE, CARLTON	ASM@ 26
HALE, JONAS	ASM@ 26
SPHINX	ASM@ 26
NIGHT THRASHER/DUANE	ASM@ 26
NOVA/RICHARD RIDER	ASM@ 26
SPIDER-MAN/PETER PAR	ASM@ 26
HYDROMAN/MORRIE BENC	WOSM@ 8
NIGHT THRASHER/DUANE	WOSM@ 8
NOVA/RICHARD RIDER	WOSM@ 8
SPHINX	WOSM@ 8
HALE, JONAS	WOSM@ 8
DRAKE, CARLTON	WOSM@ 8
SPEEDBALL/ROBBIE BAL	WOSM@ 8
RHINO	WOSM@ 8
NAMORITA/NITA PRENTI	WOSM@ 8
SILHOUETTE	WOSM@ 8
WHIZZER III/JAMES SA	WOSM@ 8
HAMMER, JUSTIN	WOSM@ 8
STILETTO	WOSM@ 8
BOOMERANG/FRED MYERS	WOSM@ 8
WHIPLASH/MARK SCARLO	WOSM@ 8
BEETLE/ABNER RONALD 	WOSM@ 8
CONSTRICTOR/FRANK PA	WOSM@ 8
DISCUS	WOSM@ 8
SPIDER-MAN/PETER PAR	WOSM@ 8
SILVER	WOSM@ 8
BOMBSHELL/	WOSM@ 8
FIRESTAR/ANGELICA JO	WOSM@ 8
AURIC/	WOSM@ 8
AURORA/JEANNE-MARIE 	AF 9/2
WOLVERINE/LOGAN 	AF 9/2
GUARDIAN/JAMES MACDO	AF 10/2
CODY, GARY	AF 10/2
NORTHSTAR/JEAN-PAUL 	AF 10/2
AURORA/JEANNE-MARIE 	AF 10/2
NORTHSTAR/JEAN-PAUL 	AF 52
SHAMAN/MICHAEL TWOYO	AF 52
HUDSON, HEATHER	AF 52
BOX IV/MADISON JEFFR	AF 52
MANIKIN/DR. WHITMAN 	AF 52
SNOWBIRD/NARYA/ANNE 	AF 52
WOLVERINE/LOGAN 	AF 52
GUARDIAN/JAMES MACDO	AF 52
AURORA/JEANNE-MARIE 	AF 52
SASQUATCH/WALTER LAN	AF 52
CODY, GARY	AF 52
PERSUASION/KARA KILL	AF 52
HUDSON, HEATHER	AF 92
GUARDIAN/JAMES MACDO	AF 92
MR. FANTASTIC/REED R	AF 92
AURORA/JEANNE-MARIE 	AF 92
SNOWBIRD/NARYA/ANNE 	AF 92
CODY, GARY	AF 92
SASQUATCH/WALTER LAN	AF 92
PATRICK, KERRY	AF 92
CHASIN, MAJOR	AF 92
INVISIBLE WOMAN/SUE 	AF 92
SHAMAN/MICHAEL TWOYO	AF 92
NORTHSTAR/JEAN-PAUL 	AF 92
CLARKE, GENERAL JERE	AF 92
YASHIDA, MARIKO	UX 120
WING, COLLEEN	UX 120
GUARDIAN/JAMES MACDO	UX 120
COLOSSUS II/PETER RA	UX 120
KNIGHT, MISTY	UX 120
NIGHTCRAWLER/KURT WA	UX 120
WOLVERINE/LOGAN 	UX 120
SUNFIRE/SHIRO YOSHID	UX 120
AURORA/JEANNE-MARIE 	UX 120
BANSHEE/SEAN CASSIDY	UX 120
AUSTIN, TERRY	UX 120
SNOWBIRD/NARYA/ANNE 	UX 120
NORTHSTAR/JEAN-PAUL 	UX 120
WILFORD, BONNIE	UX 120
SHAMAN/MICHAEL TWOYO	UX 120
PROFESSOR X/CHARLES 	UX 120
OSAMA	UX 120
CYCLOPS/SCOTT SUMMER	UX 120
SASQUATCH/WALTER LAN	UX 120
STORM/ORORO MUNROE S	UX 120
COCKRUM, DAVE	UX 120
JILL	UX 120
COLOSSUS II/PETER RA	UX 121
GUARDIAN/JAMES MACDO	UX 121
SHAMAN/MICHAEL TWOYO	UX 121
BANSHEE/SEAN CASSIDY	UX 121
NIGHTCRAWLER/KURT WA	UX 121
BYRNE, JOHN	UX 121
SNOWBIRD/NARYA/ANNE 	UX 121
SASQUATCH/WALTER LAN	UX 121
CYCLOPS/SCOTT SUMMER	UX 121
KNIGHT, MISTY	UX 121
WOLVERINE/LOGAN 	UX 121
JILL	UX 121
AURORA/JEANNE-MARIE 	UX 121
NORTHSTAR/JEAN-PAUL 	UX 121
WING, COLLEEN	UX 121
STORM/ORORO MUNROE S	UX 121
NORTHSTAR/JEAN-PAUL 	CX 27
SHAMAN/MICHAEL TWOYO	CX 27
SASQUATCH/WALTER LAN	CX 27
GUARDIAN/JAMES MACDO	CX 27
SNOWBIRD/NARYA/ANNE 	CX 27
AURORA/JEANNE-MARIE 	CX 27
SPAULDING, PETER	MM 18
NORTHSTAR/JEAN-PAUL 	MM 18
HARRIS, EDDIE	MM 18
GARVIN, GEARS	MM 18
MADAME MENACE/SUNSET	MM 18
MACHINE MAN/X-51	MM 18
BRICKMAN, SEN. MILES	MM 18
AURORA/JEANNE-MARIE 	MM 18
QUINN, PAMELA	MM 18
SASQUATCH/WALTER LAN	MM 18
NORTHSTAR/JEAN-PAUL 	AF 1
PUCK/EUGENE MILTON J	AF 1
SNOWBIRD/NARYA/ANNE 	AF 1
AURORA/JEANNE-MARIE 	AF 1
MARRINA/MARRINA SMAL	AF 1
GUARDIAN/JAMES MACDO	AF 1
SASQUATCH/WALTER LAN	AF 1
SHAMAN/MICHAEL TWOYO	AF 1
HUDSON, HEATHER	AF 1
SMALLWOOD, DAN	AF 1
THING/BENJAMIN J. GR	M/TIO 84
MASTERS, ALICIA REIS	M/TIO 84
INVISIBLE WOMAN/SUE 	M/TIO 84
MR. FANTASTIC/REED R	M/TIO 84
AURORA/JEANNE-MARIE 	M/TIO 84
GUARDIAN/JAMES MACDO	M/TIO 84
NORTHSTAR/JEAN-PAUL 	M/TIO 84
BLACK GOLIATH/DR. WI	M/TIO 84
SASQUATCH/WALTER LAN	M/TIO 84
SHAMAN/MICHAEL TWOYO	M/TIO 84
DAREDEVIL/MATT MURDO	H2 277
BANNER, BETTY ROSS T	H2 277
HULK/DR. ROBERT BRUC	H2 277
DOC SAMSON/DR. LEONA	H2 277
HELLSTORM/DAIMON HEL	H2 277
URSA MAJOR/MIKHAIL U	H2 277
X-RAY	H2 277
DR. STRANGE/STEPHEN 	H2 277
JAMESON, J. JONAH	H2 277
BEREET	H2 277
NORTHSTAR/JEAN-PAUL 	H2 277
IRONCLAD	H2 277
HUMAN TORCH/JOHNNY S	H2 277
SNOWBIRD/NARYA/ANNE 	H2 277
THING/BENJAMIN J. GR	H2 277
HELLCAT/PATSY WALKER	H2 277
RICHARDS, FRANKLIN B	H2 277
VANGUARD/NICOLAI KRY	H2 277
PROFESSOR X/CHARLES 	H2 277
DARKSTAR/LAYNIA SERG	H2 277
VASHTI	H2 277
VAPOR	H2 277
JONES, RICHARD MILHO	H2 277
SPIDER-MAN/PETER PAR	H2 277
ROSS, GEN. THADDEUS 	H2 277
SASQUATCH/WALTER LAN	H2 277
IRON MAN/TONY STARK 	H2 277
AURORA/JEANNE-MARIE 	H2 277
BEAST/HENRY &HANK& P	H2 277
CAPTAIN AMERICA	H2 277
MR. FANTASTIC/REED R	H2 277
LEADER/SAM STERNS	H2 277
SHAMAN/MICHAEL TWOYO	H2 277
GARGOYLE II/ISAAC CH	H2 277
INVISIBLE WOMAN/SUE 	H2 277
GUARDIAN/JAMES MACDO	H2 277
THOR/DR. DONALD BLAK	H2 277
WASP/JANET VAN DYNE 	H2 277
VECTOR	H2 277
SUB-MARINER/NAMOR MA	H2 277
AURORA/JEANNE-MARIE 	AF 2
SHAMAN/MICHAEL TWOYO	AF 2
GUARDIAN/JAMES MACDO	AF 2
SNOWBIRD/NARYA/ANNE 	AF 2
MASTER/ESHU	AF 2
MARRINA/MARRINA SMAL	AF 2
NORTHSTAR/JEAN-PAUL 	AF 2
SASQUATCH/WALTER LAN	AF 2
PUCK/EUGENE MILTON J	AF 2
SASQUATCH/WALTER LAN	AF 3
AURORA/JEANNE-MARIE 	AF 3
NORTHSTAR/JEAN-PAUL 	AF 3
SUB-MARINER/NAMOR MA	AF 3
GUARDIAN/JAMES MACDO	AF 3
SNOWBIRD/NARYA/ANNE 	AF 3
MARRINA/MARRINA SMAL	AF 3
MASTER/ESHU	AF 3
INVISIBLE WOMAN/SUE 	AF 3
SUB-MARINER/NAMOR MA	AF 4
SNOWBIRD/NARYA/ANNE 	AF 4
INVISIBLE WOMAN/SUE 	AF 4
MARRINA/MARRINA SMAL	AF 4
SASQUATCH/WALTER LAN	AF 4
AURORA/JEANNE-MARIE 	AF 4
SMALLWOOD, DAN	AF 4
MASTER/ESHU	AF 4
GUARDIAN/JAMES MACDO	AF 4
NORTHSTAR/JEAN-PAUL 	AF 4
WOLVERINE/LOGAN 	X&AF2 1
STORM/ORORO MUNROE S	X&AF2 1
SHADOWCAT/KATHERINE 	X&AF2 1
HUDSON, HEATHER	X&AF2 1
NORTHSTAR/JEAN-PAUL 	X&AF2 1
LOCKHEED	X&AF2 1
CODY, GARY	X&AF2 1
SHAMAN/MICHAEL TWOYO	X&AF2 1
AURORA/JEANNE-MARIE 	X&AF2 1
GUARDIAN/JAMES MACDO	X&AF2 1
PROFESSOR X/CHARLES 	X&AF2 1
SNOWBIRD/NARYA/ANNE 	X&AF2 1
PUCK/EUGENE MILTON J	X&AF2 1
CYCLOPS/SCOTT SUMMER	X&AF2 1
COLOSSUS II/PETER RA	X&AF2 1
NIGHTCRAWLER/KURT WA	X&AF2 1
SASQUATCH/WALTER LAN	X&AF2 1
BARON STRUCKER/WOLFG	X&AF2 1
SHAMAN/MICHAEL TWOYO	X&AF2 2
HUDSON, HEATHER	X&AF2 2
SHADOWCAT/KATHERINE 	X&AF2 2
CYCLOPS/SCOTT SUMMER	X&AF2 2
NORTHSTAR/JEAN-PAUL 	X&AF2 2
PUCK/EUGENE MILTON J	X&AF2 2
STORM/ORORO MUNROE S	X&AF2 2
NIGHTCRAWLER/KURT WA	X&AF2 2
SNOWBIRD/NARYA/ANNE 	X&AF2 2
WOLVERINE/LOGAN 	X&AF2 2
BARON STRUCKER/WOLFG	X&AF2 2
GUARDIAN/JAMES MACDO	X&AF2 2
AURORA/JEANNE-MARIE 	X&AF2 2
SASQUATCH/WALTER LAN	X&AF2 2
PROFESSOR X/CHARLES 	X&AF2 2
COLOSSUS II/PETER RA	X&AF2 2
COURTNEY, DELPHINE	AF 7
NORTHSTAR/JEAN-PAUL 	AF 7
AURORA/JEANNE-MARIE 	AF 7
AURORA/JEANNE-MARIE 	AF 8
NORTHSTAR/JEAN-PAUL 	AF 8
SUPER SKRULL/KL'RT	AF 10
AURORA/JEANNE-MARIE 	AF 10
CAPTAIN AMERICA	AF 10
ROSENTHAL, BERNIE	AF 10
GUARDIAN/JAMES MACDO	AF 10
SASQUATCH/WALTER LAN	AF 10
WILD CHILD/KYLE GIBN	AF 12
SNOWBIRD/NARYA/ANNE 	AF 12
DIAMOND LIL/LILLIAN 	AF 12
BOX/ROGER BOCHS	AF 12
MARRINA/MARRINA SMAL	AF 12
HUDSON, HEATHER	AF 12
BOX II/JERRY JAXXON	AF 12
SASQUATCH/WALTER LAN	AF 12
SUB-MARINER/NAMOR MA	AF 12
GUARDIAN/JAMES MACDO	AF 12
AURORA/JEANNE-MARIE 	AF 12
NORTHSTAR/JEAN-PAUL 	AF 12
COURTNEY, DELPHINE	AF 12
PUCK/EUGENE MILTON J	AF 12
SHAMAN/MICHAEL TWOYO	AF 12
HUDSON, HEATHER	M/TU@ 7
BLACK CAT/FELICIA HA	M/TU@ 7
SNAKE-EYES	M/TU@ 7
WARLOCK III	M/TU@ 7
AURORA/JEANNE-MARIE 	M/TU@ 7
SASQUATCH/WALTER LAN	M/TU@ 7
ROBERTSON, JOE	M/TU@ 7
MAGUS II	M/TU@ 7
SPIDER-MAN/PETER PAR	M/TU@ 7
COLLECTOR/TANELEER T	M/TU@ 7
NORTHSTAR/JEAN-PAUL 	M/TU@ 7
MARRINA/MARRINA SMAL	M/TU@ 7
PUCK/EUGENE MILTON J	M/TU@ 7
TALISMAN II/ELIZABET	AF 14
SHAMAN/MICHAEL TWOYO	AF 14
PUCK/EUGENE MILTON J	AF 14
MARRINA/MARRINA SMAL	AF 14
SNOWBIRD/NARYA/ANNE 	AF 14
SUB-MARINER/NAMOR MA	AF 14
HUDSON, HEATHER	AF 14
AURORA/JEANNE-MARIE 	AF 14
SNOWBIRD/NARYA/ANNE 	AF 15
MASTER/ESHU	AF 15
MARRINA/MARRINA SMAL	AF 15
AURORA/JEANNE-MARIE 	AF 15
PUCK/EUGENE MILTON J	AF 15
TALISMAN II/ELIZABET	AF 15
SHAMAN/MICHAEL TWOYO	AF 15
SUB-MARINER/NAMOR MA	AF 15
AURORA/JEANNE-MARIE 	AF 17
CHASIN, MAJOR	AF 17
GUARDIAN/JAMES MACDO	AF 17
HUDSON, HEATHER	AF 17
CODY, GARY	AF 17
PUCK/EUGENE MILTON J	AF 17
WOLVERINE/LOGAN 	AF 17
SASQUATCH/WALTER LAN	AF 17
SASQUATCH/WALTER LAN	AF 20
HUDSON, HEATHER	AF 20
SHAMAN/MICHAEL TWOYO	AF 20
PUCK/EUGENE MILTON J	AF 20
AURORA/JEANNE-MARIE 	AF 20
TALISMAN II/ELIZABET	AF 20
SNOWBIRD/NARYA/ANNE 	AF 20
SNOWBIRD/NARYA/ANNE 	AF 21
AURORA/JEANNE-MARIE 	AF 21
DIABLO/ESTEBAN DE AB	AF 21
SASQUATCH/WALTER LAN	AF 21
ROGUE /	X&AF 1
SHADOWCAT/KATHERINE 	X&AF 1
PROFESSOR X/CHARLES 	X&AF 1
BERSERKER III	X&AF 1
CYCLOPS/SCOTT SUMMER	X&AF 1
SASQUATCH/WALTER LAN	X&AF 1
SHAMAN/MICHAEL TWOYO	X&AF 1
AURORA/JEANNE-MARIE 	X&AF 1
LOKI [ASGARDIAN]	X&AF 1
WOLVERINE/LOGAN 	X&AF 1
PHOENIX III/RACHEL S	X&AF 1
SUMMERS, MADELYNE MA	X&AF 1
COLOSSUS II/PETER RA	X&AF 1
CYPHER/DOUG RAMSEY	X&AF 1
NORTHSTAR/JEAN-PAUL 	X&AF 1
TALISMAN II/ELIZABET	X&AF 1
HUDSON, HEATHER	X&AF 1
SNOWBIRD/NARYA/ANNE 	X&AF 1
MAGIK/ILLYANA RASPUT	X&AF 1
LOCKHEED	X&AF 1
NIGHTCRAWLER/KURT WA	X&AF 1
PUCK/EUGENE MILTON J	X&AF 1
SHADOWCAT/KATHERINE 	X&AF 2
PROFESSOR X/CHARLES 	X&AF 2
COLOSSUS II/PETER RA	X&AF 2
NORTHSTAR/JEAN-PAUL 	X&AF 2
LOKI [ASGARDIAN]	X&AF 2
WOLVERINE/LOGAN 	X&AF 2
SUMMERS, MADELYNE MA	X&AF 2
NIGHTCRAWLER/KURT WA	X&AF 2
HUDSON, HEATHER	X&AF 2
PHOENIX III/RACHEL S	X&AF 2
SHAMAN/MICHAEL TWOYO	X&AF 2
SASQUATCH/WALTER LAN	X&AF 2
LOCKHEED	X&AF 2
CYCLOPS/SCOTT SUMMER	X&AF 2
PUCK/EUGENE MILTON J	X&AF 2
SNOWBIRD/NARYA/ANNE 	X&AF 2
TALISMAN II/ELIZABET	X&AF 2
AURORA/JEANNE-MARIE 	X&AF 2
ROGUE /	X&AF 2
PINK PEARL/	AF 22
COURTNEY, DELPHINE	AF 22
HUDSON, HEATHER	AF 22
NORTHSTAR/JEAN-PAUL 	AF 22
BOX/ROGER BOCHS	AF 22
TALISMAN II/ELIZABET	AF 22
AURORA/JEANNE-MARIE 	AF 22
BOX IV/MADISON JEFFR	AF 22
PUCK/EUGENE MILTON J	AF 23
SNOWBIRD/NARYA/ANNE 	AF 23
SASQUATCH/WALTER LAN	AF 23
TALISMAN II/ELIZABET	AF 23
AURORA/JEANNE-MARIE 	AF 23
SHAMAN/MICHAEL TWOYO	AF 24
BOX/ROGER BOCHS	AF 24
HUDSON, HEATHER	AF 24
SASQUATCH/WALTER LAN	AF 24
NORTHSTAR/JEAN-PAUL 	AF 24
AURORA/JEANNE-MARIE 	AF 24
SNOWBIRD/NARYA/ANNE 	AF 24
PUCK/EUGENE MILTON J	AF 24
TALISMAN II/ELIZABET	AF 24
BOX/ROGER BOCHS	AF 113
AURORA/JEANNE-MARIE 	AF 113
MAULER/BRENDAN DOYLE	AF 113
NORTHSTAR/JEAN-PAUL 	AF 113
HUDSON, HEATHER	AF 113
WILD CHILD/KYLE GIBN	AF 113
PUCK/EUGENE MILTON J	AF 113
COURTNEY, DELPHINE	AF 25
SHAMAN/MICHAEL TWOYO	AF 25
BOX/ROGER BOCHS	AF 25
HUDSON, HEATHER	AF 25
PUCK/EUGENE MILTON J	AF 25
TALISMAN II/ELIZABET	AF 25
AURORA/JEANNE-MARIE 	AF 25
SASQUATCH/WALTER LAN	AF 25
NORTHSTAR/JEAN-PAUL 	AF 25
AURORA/JEANNE-MARIE 	AF 26
PUCK/EUGENE MILTON J	AF 26
SASQUATCH/WALTER LAN	AF 26
WILD CHILD/KYLE GIBN	AF 26
HUDSON, HEATHER	AF 26
COURTNEY, DELPHINE	AF 26
DIAMOND LIL/LILLIAN 	AF 26
SHAMAN/MICHAEL TWOYO	AF 26
NORTHSTAR/JEAN-PAUL 	AF 26
TALISMAN II/ELIZABET	AF 26
HUDSON, HEATHER	AF 27
COURTNEY, DELPHINE	AF 27
SHAMAN/MICHAEL TWOYO	AF 27
PUCK/EUGENE MILTON J	AF 27
WILD CHILD/KYLE GIBN	AF 27
DIAMOND LIL/LILLIAN 	AF 27
BOX/ROGER BOCHS	AF 27
SNOWBIRD/NARYA/ANNE 	AF 27
AURORA/JEANNE-MARIE 	AF 27
TALISMAN II/ELIZABET	AF 27
NORTHSTAR/JEAN-PAUL 	AF 27
KURSE/ALGRIM [ASGARD	SWII 4
HUDSON, HEATHER	SWII 4
DAZZLER II/ALLISON B	SWII 4
BOX/ROGER BOCHS	SWII 4
BEYONDER	SWII 4
TALISMAN II/ELIZABET	SWII 4
SHAMAN/MICHAEL TWOYO	SWII 4
VOLCANA/MARSHA ROSEN	SWII 4
NORTHSTAR/JEAN-PAUL 	SWII 4
PUCK/EUGENE MILTON J	SWII 4
MOLECULE MAN/OWEN RE	SWII 4
SNOWBIRD/NARYA/ANNE 	SWII 4
CAPTAIN AMERICA	SWII 4
AURORA/JEANNE-MARIE 	SWII 4
REAGAN, RONALD	SWII 4
WILD CHILD/KYLE GIBN	AF 28
BOX IV/MADISON JEFFR	AF 28
DIAMOND LIL/LILLIAN 	AF 28
BEYONDER	AF 28
AURORA/JEANNE-MARIE 	AF 28
PUCK/EUGENE MILTON J	AF 28
SNOWBIRD/NARYA/ANNE 	AF 28
COURTNEY, DELPHINE	AF 28
HUDSON, HEATHER	AF 28
NORTHSTAR/JEAN-PAUL 	AF 28
HULK/DR. ROBERT BRUC	AF 28
BOX/ROGER BOCHS	AF 28
SASQUATCH/WALTER LAN	AF 28
TALISMAN II/ELIZABET	AF 28
SHAMAN/MICHAEL TWOYO	AF 28
BOX IV/MADISON JEFFR	H2 313
NORTHSTAR/JEAN-PAUL 	H2 313
AURORA/JEANNE-MARIE 	H2 313
SASQUATCH/WALTER LAN	H2 313
HULK/DR. ROBERT BRUC	H2 313
PUCK/EUGENE MILTON J	H2 313
BOX/ROGER BOCHS	H2 313
HUDSON, HEATHER	H2 313
BOX IV/MADISON JEFFR	AF 29
SNOWBIRD/NARYA/ANNE 	AF 29
SHAMAN/MICHAEL TWOYO	AF 29
BOX/ROGER BOCHS	AF 29
NORTHSTAR/JEAN-PAUL 	AF 29
AURORA/JEANNE-MARIE 	AF 29
HULK/DR. ROBERT BRUC	AF 29
HUDSON, HEATHER	AF 29
CODY, GARY	AF 29
PUCK/EUGENE MILTON J	AF 29
PUCK/EUGENE MILTON J	AF 30
SHAMAN/MICHAEL TWOYO	AF 30
CODY, GARY	AF 30
SNOWBIRD/NARYA/ANNE 	AF 30
HUDSON, HEATHER	AF 30
NORTHSTAR/JEAN-PAUL 	AF 30
BOX/ROGER BOCHS	AF 30
BOX IV/MADISON JEFFR	AF 30
AURORA/JEANNE-MARIE 	AF 30
HUDSON, HEATHER	AF 31
BOX/ROGER BOCHS	AF 31
PUCK/EUGENE MILTON J	AF 31
NORTHSTAR/JEAN-PAUL 	AF 31
SHAMAN/MICHAEL TWOYO	AF 31
BOX IV/MADISON JEFFR	AF 31
AURORA/JEANNE-MARIE 	AF 31
SNOWBIRD/NARYA/ANNE 	AF 31
BOX/ROGER BOCHS	AF 32
AURORA/JEANNE-MARIE 	AF 32
NORTHSTAR/JEAN-PAUL 	AF 32
HUDSON, HEATHER	AF 32
BOX IV/MADISON JEFFR	AF 32
PUCK/EUGENE MILTON J	AF 32
SHE-HULK/JENNIFER WA	SWII 9
WONDER MAN/SIMON WIL	SWII 9
THOR/DR. DONALD BLAK	SWII 9
CAGE, LUKE/CARL LUCA	SWII 9
IRON MAN/TONY STARK 	SWII 9
WOLVERINE/LOGAN 	SWII 9
IRON FIST H'YLTHRI I	SWII 9
PUCK/EUGENE MILTON J	SWII 9
SHAMAN/MICHAEL TWOYO	SWII 9
CAPTAIN AMERICA	SWII 9
TIGRA/GREER NELSON	SWII 9
SHADOWCAT/KATHERINE 	SWII 9
KARMA/XI'AN COY MANH	SWII 9
HAWK	SWII 9
WOLFSBANE/RAHNE SINC	SWII 9
BOX/ROGER BOCHS	SWII 9
FIREBIRD/BONITA JUAR	SWII 9
SILVER SURFER/NORRIN	SWII 9
MAGNETO/MAGNUS/ERIC 	SWII 9
CAPTAIN MARVEL II/MO	SWII 9
INVISIBLE WOMAN/SUE 	SWII 9
MAGMA/AMARA AQUILLA/	SWII 9
MEPHISTO	SWII 9
THING/BENJAMIN J. GR	SWII 9
MIRAGE II/DANIELLE M	SWII 9
MOCKINGBIRD/DR. BARB	SWII 9
MOLECULE MAN/OWEN RE	SWII 9
BLACK KNIGHT V/DANE 	SWII 9
MAGIK/ILLYANA RASPUT	SWII 9
PHOENIX III/RACHEL S	SWII 9
TALISMAN II/ELIZABET	SWII 9
BEYONDER	SWII 9
MR. FANTASTIC/REED R	SWII 9
SNOWBIRD/NARYA/ANNE 	SWII 9
HUMAN TORCH/JOHNNY S	SWII 9
STORM/ORORO MUNROE S	SWII 9
SCARLET WITCH/WANDA 	SWII 9
SPIDER-MAN/PETER PAR	SWII 9
HULK/DR. ROBERT BRUC	SWII 9
CLOAK/TYRONE JOHNSON	SWII 9
HERCULES [GREEK GOD]	SWII 9
WASP/JANET VAN DYNE 	SWII 9
SUB-MARINER/NAMOR MA	SWII 9
COLOSSUS II/PETER RA	SWII 9
NORTHSTAR/JEAN-PAUL 	SWII 9
DAGGER/TANDY BOWEN	SWII 9
VISION 	SWII 9
CYPHER/DOUG RAMSEY	SWII 9
AURORA/JEANNE-MARIE 	SWII 9
WARLOCK III	SWII 9
ROGUE /	SWII 9
VOLCANA/MARSHA ROSEN	SWII 9
CANNONBALL II/SAM GU	SWII 9
HUDSON, HEATHER	AF 40
MARRINA/MARRINA SMAL	AF 40
SHAMAN/MICHAEL TWOYO	AF 40
PUCK/EUGENE MILTON J	AF 40
BOX IV/MADISON JEFFR	AF 40
BOX/ROGER BOCHS	AF 40
AURORA/JEANNE-MARIE 	AF 40
NORTHSTAR/JEAN-PAUL 	AF 40
SUB-MARINER/NAMOR MA	AF 40
BYRRAH [ATLANTEAN]	AF 40
SNOWBIRD/NARYA/ANNE 	AF 40
VASHTI	AF 40
NORTHSTAR/JEAN-PAUL 	M/FAN 28
HUDSON, HEATHER	M/FAN 28
BOX/ROGER BOCHS	M/FAN 28
AURORA/JEANNE-MARIE 	M/FAN 28
PUCK/EUGENE MILTON J	M/FAN 28
SNOWBIRD/NARYA/ANNE 	M/FAN 28
AURORA/JEANNE-MARIE 	AF@ 1
NORTHSTAR/JEAN-PAUL 	AF@ 1
HUDSON, HEATHER	AF@ 1
SNOWBIRD/NARYA/ANNE 	AF@ 1
DIABLO/ESTEBAN DE AB	AF@ 1
BOX/ROGER BOCHS	AF@ 1
BOX IV/MADISON JEFFR	AF@ 1
PUCK/EUGENE MILTON J	AF@ 1
SHAMAN/MICHAEL TWOYO	AF@ 1
BOX IV/MADISON JEFFR	AF 41
SNOWBIRD/NARYA/ANNE 	AF 41
SHAMAN/MICHAEL TWOYO	AF 41
AURORA/JEANNE-MARIE 	AF 41
HUDSON, HEATHER	AF 41
NORTHSTAR/JEAN-PAUL 	AF 41
BOX/ROGER BOCHS	AF 41
PURPLE MAN/ZEBEDIAH 	AF 41
PUCK/EUGENE MILTON J	AF 41
PERSUASION/KARA KILL	AF 41
TALISMAN II/ELIZABET	AF 41
TALISMAN II/ELIZABET	AF 42
HUDSON, HEATHER	AF 42
BOX IV/MADISON JEFFR	AF 42
PUCK/EUGENE MILTON J	AF 42
NORTHSTAR/JEAN-PAUL 	AF 42
AURORA/JEANNE-MARIE 	AF 42
BOX/ROGER BOCHS	AF 42
SNOWBIRD/NARYA/ANNE 	AF 42
PERSUASION/KARA KILL	AF 42
BLACK KING/SEBASTIAN	AF 43
NORTHSTAR/JEAN-PAUL 	AF 43
PERSUASION/KARA KILL	AF 43
HUDSON, HEATHER	AF 43
MESMERO	AF 43
BOX/ROGER BOCHS	AF 43
BOX IV/MADISON JEFFR	AF 43
PUCK/EUGENE MILTON J	AF 43
AURORA/JEANNE-MARIE 	AF 43
AURORA/JEANNE-MARIE 	AF 44
SASQUATCH/WALTER LAN	AF 44
PUCK/EUGENE MILTON J	AF 44
HUDSON, HEATHER	AF 44
MANIKIN/DR. WHITMAN 	AF 44
PERSUASION/KARA KILL	AF 44
NORTHSTAR/JEAN-PAUL 	AF 44
SNOWBIRD/NARYA/ANNE 	AF 44
BOX/ROGER BOCHS	AF 44
SHAMAN/MICHAEL TWOYO	AF 44
PESTILENCE/CAPT. F.R	AF 44
BOX IV/MADISON JEFFR	AF 44
BOX IV/MADISON JEFFR	AF 45
BOX/ROGER BOCHS	AF 45
SASQUATCH/WALTER LAN	AF 45
PUCK/EUGENE MILTON J	AF 45
NORTHSTAR/JEAN-PAUL 	AF 45
SHAMAN/MICHAEL TWOYO	AF 45
HUDSON, HEATHER	AF 45
MANIKIN/DR. WHITMAN 	AF 45
AURORA/JEANNE-MARIE 	AF 45
TALISMAN II/ELIZABET	AF 45
PESTILENCE/CAPT. F.R	AF 45
PERSUASION/KARA KILL	AF 45
SASQUATCH/WALTER LAN	AF 46
PUCK/EUGENE MILTON J	AF 46
HUDSON, HEATHER	AF 46
PERSUASION/KARA KILL	AF 46
NORTHSTAR/JEAN-PAUL 	AF 46
BOX/ROGER BOCHS	AF 46
AURORA/JEANNE-MARIE 	AF 46
BOX IV/MADISON JEFFR	AF 46
MANIKIN/DR. WHITMAN 	AF 46
MANIKIN/DR. WHITMAN 	AF 48
BOX IV/MADISON JEFFR	AF 48
BOX/ROGER BOCHS	AF 48
AURORA/JEANNE-MARIE 	AF 48
HUDSON, HEATHER	AF 48
PERSUASION/KARA KILL	AF 48
PUCK/EUGENE MILTON J	AF 48
NORTHSTAR/JEAN-PAUL 	AF 48
SASQUATCH/WALTER LAN	AF 48
NORTHSTAR/JEAN-PAUL 	AF 49
AURORA/JEANNE-MARIE 	AF 49
BOX/ROGER BOCHS	AF 49
BOX IV/MADISON JEFFR	AF 49
HUDSON, HEATHER	AF 49
SASQUATCH/WALTER LAN	AF 49
